"Nr","Datum","Jahr","Land","Stadt","Umsatz","Kosten","Rücksendung","Bereich","Produktgruppe","Logistik-Code","Kunde"
"705","12/6/2026","2026","Mexiko","Cancún","6771.45","5417.16","","Bereich-3","prd-68","8-43647-1","C-109"
"706","12/7/2026","2026","Deutschland","Freiburg","10980.45","8784.36","","Bereich-2","prd-95","3-43660-2","C-65"
"707","12/8/2026","2026","Südkorea","Mokpo","6249.75","4999.80","","Bereich-5","prd-16","5-43662-2","C-65"
"708","12/9/2026","2026","Deutschland","Freiburg","7098.45","5678.76","","Bereich-4","prd-29","3-43661-2","C-65"
"709","12/10/2026","2026","China","Nanjing","4926.15","3940.92","","Bereich-2","prd-93","11-43677-1","C-137"
"710","12/11/2026","2026","USA","Orlando","8540.25","6832.20","","Bereich-3","prd-61","1-43666-2","C-76"
"711","12/12/2026","2026","Deutschland","Freiburg","4834.50","3867.60","","Bereich-3","prd-68","3-43662-2","C-65"
"712","12/13/2026","2026","USA","Orlando","7625.40","6100.32","","Bereich-3","prd-68","1-43667-2","C-76"
"713","12/14/2026","2026","USA","Orlando","7540.50","6032.40","","Bereich-1","prd-59","1-43668-2","C-76"
"714","12/15/2026","2026","Südkorea","Mokpo","4658.40","3726.72","","Bereich-1","prd-42","5-43663-2","C-65"
"715","12/16/2026","2026","China","Nanjing","5514.90","4411.92","","Bereich-5","prd-9","11-43647-1","C-137"
"716","12/17/2026","2026","China","Nanjing","4631.10","3704.88","1","Bereich-2","prd-99","4-43649-2","C-124"
"717","12/18/2026","2026","Mexiko","Cancún","3771.90","3017.52","","Bereich-1","prd-45","9-43667-1","C-117"
"718","12/19/2026","2026","Südkorea","Mokpo","7862.55","6290.04","","Bereich-1","prd-59","5-43664-2","C-65"
"719","12/20/2026","2026","Südkorea","Mokpo","8256.30","6605.04","","Bereich-1","prd-54","5-43665-2","C-65"
"720","12/21/2026","2026","USA","Orlando","9354.15","7483.32","","Bereich-1","prd-56","1-43669-2","C-76"
"721","12/22/2026","2026","Vereinigtes Königreich","Leeds","7558.95","6047.16","","Bereich-4","prd-38","10-43658-1","C-115"
"722","12/23/2026","2026","Vereinigtes Königreich","Leeds","5961.75","4769.40","1","Bereich-4","prd-38","10-43660-1","C-115"
"723","12/24/2026","2026","USA","Orlando","7816.05","6252.84","","Bereich-3","prd-75","1-43670-2","C-76"
"724","12/25/2026","2026","USA","Orlando","6127.35","4901.88","","Bereich-3","prd-61","1-43671-2","C-76"
"725","12/26/2026","2026","Mexiko","Cancún","7458.00","5966.40","","Bereich-5","prd-13","9-43669-1","C-117"
"726","12/27/2026","2026","Südkorea","Mokpo","5015.25","4012.20","","Bereich-2","prd-97","6-43668-1","C-85"
"727","12/28/2026","2026","Südkorea","Mokpo","7856.55","6285.24","","Bereich-3","prd-78","2-43660-2","C-107"
"728","12/29/2026","2026","Südkorea","Mokpo","4849.80","3879.84","","Bereich-2","prd-91","2-43661-2","C-107"
"729","12/30/2026","2026","USA","Orlando","6919.80","5535.84","","Bereich-2","prd-89","1-43672-2","C-76"
"730","12/31/2026","2026","Südkorea","Mokpo","4111.20","3288.96","","Bereich-2","prd-80","6-43669-1","C-85"
"731","1/1/2027","2027","Südkorea","Mokpo","4999.20","3999.36","1","Bereich-2","prd-98","2-43662-2","C-107"
"732","1/2/2027","2027","USA","Jackson","7654.65","6123.72","","Bereich-1","prd-48","1-43673-2","C-76"
"733","1/3/2027","2027","Südkorea","Mokpo","3952.65","3162.12","","Bereich-4","prd-37","2-43663-2","C-107"
"734","1/4/2027","2027","Südkorea","Mokpo","8285.10","6628.08","","Bereich-2","prd-97","5-43666-2","C-65"
"735","1/5/2027","2027","Südkorea","Mokpo","5185.50","4148.40","","Bereich-5","prd-19","6-43670-1","C-85"
"736","1/6/2027","2027","Südkorea","Mokpo","6258.00","5006.40","","Bereich-5","prd-19","2-43664-2","C-107"
"737","1/7/2027","2027","Deutschland","Freiburg","5434.50","4347.60","1","Bereich-3","prd-66","3-43663-2","C-65"
"738","1/8/2027","2027","Südkorea","Mokpo","6318.90","5055.12","1","Bereich-1","prd-44","5-43667-2","C-65"
"739","1/9/2027","2027","Deutschland","Freiburg","9192.75","7354.20","","Bereich-4","prd-20","3-43664-2","C-65"
"740","1/10/2027","2027","Südkorea","Gimpo","5217.30","4173.84","","Bereich-2","prd-85","2-43665-2","C-107"
"741","1/11/2027","2027","Südkorea","Gimpo","3322.65","2658.12","","Bereich-3","prd-61","2-43666-2","C-107"
"742","1/12/2027","2027","China","Nanjing","6471.15","5176.92","","Bereich-4","prd-38","4-43650-2","C-124"
"743","1/13/2027","2027","Mexiko","Guanajuato","7227.75","5782.20","","Bereich-3","prd-72","9-43671-1","C-117"
"744","1/14/2027","2027","China","Nanjing","5290.95","4232.76","","Bereich-5","prd-8","4-43651-2","C-124"
"745","1/15/2027","2027","Südkorea","Gimpo","5911.05","4728.84","","Bereich-4","prd-26","2-43667-2","C-107"
"746","1/16/2027","2027","Südkorea","Gimpo","6537.75","5230.20","","Bereich-3","prd-70","5-43668-2","C-65"
"747","1/17/2027","2027","Südkorea","Gimpo","7083.45","5666.76","","Bereich-1","prd-48","2-43668-2","C-107"
"748","1/18/2027","2027","Deutschland","Freiburg","8160.75","6528.60","","Bereich-2","prd-83","3-43665-2","C-65"
"749","1/19/2027","2027","Südkorea","Gimpo","3880.50","3104.40","","Bereich-5","prd-17","2-43669-2","C-107"
"750","1/20/2027","2027","Mexiko","Guanajuato","8434.95","6747.96","","Bereich-1","prd-54","8-43649-1","C-109"
"751","1/21/2027","2027","Vereinigtes Königreich","Leeds","8611.80","6889.44","","Bereich-5","prd-19","10-43662-1","C-115"
"752","1/22/2027","2027","Vereinigtes Königreich","Leeds","6804.15","5443.32","","Bereich-5","prd-12","10-43664-1","C-115"
"753","1/23/2027","2027","Südkorea","Gimpo","5856.00","4684.80","","Bereich-2","prd-95","2-43670-2","C-107"
"754","1/24/2027","2027","USA","Jackson","8013.60","6410.88","","Bereich-5","prd-16","1-43674-2","C-76"
"755","1/25/2027","2027","Südkorea","Gimpo","3191.85","2553.48","","Bereich-4","prd-20","6-43671-1","C-85"
"756","1/26/2027","2027","Südkorea","Gimpo","6761.70","5409.36","","Bereich-4","prd-26","6-43672-1","C-85"
"757","1/27/2027","2027","Vereinigtes Königreich","Leeds","10557.75","8446.20","","Bereich-4","prd-29","10-43666-1","C-115"
"758","1/28/2027","2027","Vereinigtes Königreich","Leeds","2965.50","2372.40","","Bereich-1","prd-48","10-43668-1","C-115"
"759","1/29/2027","2027","China","Nanjing","3493.65","2794.92","","Bereich-1","prd-57","4-43652-2","C-124"
"760","1/30/2027","2027","USA","Jackson","7691.70","6153.36","","Bereich-5","prd-4","1-43675-2","C-76"
"761","1/31/2027","2027","Südkorea","Gimpo","4760.40","3808.32","","Bereich-5","prd-1","2-43671-2","C-107"
"762","2/1/2027","2027","Deutschland","Freiburg","7465.95","5972.76","","Bereich-3","prd-69","3-43666-2","C-65"
"763","2/2/2027","2027","USA","Jackson","3912.90","3130.32","","Bereich-2","prd-91","12-43656-1","C-53"
"764","2/3/2027","2027","Deutschland","Freiburg","8678.70","6942.96","","Bereich-2","prd-81","3-43667-2","C-65"
"765","2/4/2027","2027","USA","Jackson","5716.80","4573.44","","Bereich-4","prd-30","1-43676-2","C-76"
"766","2/5/2027","2027","Deutschland","Freiburg","9359.25","7487.40","","Bereich-5","prd-18","3-43668-2","C-65"
"767","2/6/2027","2027","USA","Jackson","6513.60","5210.88","1","Bereich-1","prd-46","1-43677-2","C-76"
"768","2/7/2027","2027","Südkorea","Gimpo","6255.45","5004.36","","Bereich-4","prd-30","6-43673-1","C-85"
"769","2/8/2027","2027","Mexiko","Guanajuato","7130.25","5704.20","","Bereich-5","prd-1","8-43651-1","C-109"
"770","2/9/2027","2027","China","Nanjing","5607.75","4486.20","","Bereich-4","prd-37","4-43653-2","C-124"
"771","2/10/2027","2027","Mexiko","Guanajuato","7482.90","5986.32","","Bereich-5","prd-1","8-43653-1","C-109"
"772","2/11/2027","2027","USA","Jackson","7360.05","5888.04","1","Bereich-3","prd-74","1-43649-3","C-76"
"773","2/12/2027","2027","USA","Jackson","5311.65","4249.32","","Bereich-4","prd-25","1-43650-3","C-76"
"774","2/13/2027","2027","Südkorea","Gimpo","6464.70","5171.76","1","Bereich-3","prd-60","5-43669-2","C-65"
"775","2/14/2027","2027","Deutschland","Freiburg","6899.10","5519.28","","Bereich-2","prd-84","3-43669-2","C-65"
"776","2/15/2027","2027","China","Jinan","5710.50","4568.40","","Bereich-5","prd-11","11-43649-1","C-137"
"777","2/16/2027","2027","China","Jinan","5062.65","4050.12","","Bereich-2","prd-89","11-43651-1","C-137"
"778","2/17/2027","2027","Südkorea","Gimpo","8460.30","6768.24","","Bereich-5","prd-3","5-43670-2","C-65"
"779","2/18/2027","2027","Südkorea","Gimpo","6063.00","4850.40","","Bereich-1","prd-47","2-43672-2","C-107"
"780","2/19/2027","2027","Südkorea","Gimpo","5039.85","4031.88","","Bereich-5","prd-12","2-43673-2","C-107"
"781","2/20/2027","2027","Südkorea","Gimpo","4831.95","3865.56","","Bereich-3","prd-63","2-43674-2","C-107"
"782","2/21/2027","2027","Vereinigtes Königreich","Leeds","5430.90","4344.72","","Bereich-1","prd-55","7-43652-1","C-141"
"783","2/22/2027","2027","China","Jinan","5795.55","4636.44","","Bereich-1","prd-46","4-43654-2","C-124"
"784","2/23/2027","2027","Südkorea","Gimpo","7086.15","5668.92","","Bereich-3","prd-72","2-43675-2","C-107"
"785","2/24/2027","2027","Mexiko","Guanajuato","4579.35","3663.48","","Bereich-3","prd-77","9-43673-1","C-117"
"786","2/25/2027","2027","Vereinigtes Königreich","Leeds","4253.55","3402.84","","Bereich-3","prd-69","7-43654-1","C-141"
"787","2/26/2027","2027","Deutschland","Freiburg","9806.70","7845.36","","Bereich-5","prd-14","3-43670-2","C-65"
"788","2/27/2027","2027","Deutschland","Freiburg","10248.00","8198.40","1","Bereich-2","prd-99","3-43671-2","C-65"
"789","2/28/2027","2027","Südkorea","Gimpo","11613.30","9290.64","","Bereich-5","prd-4","5-43671-2","C-65"
"790","3/1/2027","2027","Südkorea","Gimpo","4195.95","3356.76","","Bereich-5","prd-16","2-43676-2","C-107"
"791","3/2/2027","2027","USA","Jackson","5166.75","4133.40","","Bereich-5","prd-17","12-43657-1","C-53"
"792","3/3/2027","2027","China","Jinan","5706.90","4565.52","","Bereich-4","prd-27","4-43655-2","C-124"
"793","3/4/2027","2027","Südkorea","Gimpo","5330.70","4264.56","1","Bereich-5","prd-13","2-43677-2","C-107"
"794","3/5/2027","2027","Deutschland","Freiburg","10566.90","8453.52","","Bereich-2","prd-84","3-43672-2","C-65"
"795","3/6/2027","2027","Vereinigtes Königreich","Leeds","4768.95","3815.16","","Bereich-3","prd-73","7-43656-1","C-141"
"796","3/7/2027","2027","Vereinigtes Königreich","Leeds","8170.20","6536.16","","Bereich-3","prd-74","10-43670-1","C-115"
"797","3/8/2027","2027","Südkorea","Gimpo","6531.15","5224.92","","Bereich-1","prd-57","5-43672-2","C-65"
"798","3/9/2027","2027","USA","Jackson","8546.55","6837.24","1","Bereich-5","prd-7","1-43651-3","C-76"
"799","3/10/2027","2027","Südkorea","Gimpo","6659.25","5327.40","","Bereich-1","prd-45","2-43647-3","C-107"
"800","3/11/2027","2027","China","Jinan","5217.30","4173.84","","Bereich-1","prd-55","4-43656-2","C-124"
"801","3/12/2027","2027","Deutschland","Freiburg","7741.05","6192.84","","Bereich-3","prd-68","3-43673-2","C-65"
"802","3/13/2027","2027","Südkorea","Osan","5561.25","4449.00","","Bereich-4","prd-31","5-43673-2","C-65"
"803","3/14/2027","2027","Deutschland","Freiburg","8212.20","6569.76","","Bereich-1","prd-55","3-43674-2","C-65"
"804","3/15/2027","2027","Mexiko","Guanajuato","8148.15","6518.52","","Bereich-1","prd-48","8-43655-1","C-109"
"805","3/16/2027","2027","Deutschland","Freiburg","10823.10","8658.48","","Bereich-3","prd-61","3-43675-2","C-65"
"806","3/17/2027","2027","USA","Jackson","4805.55","3844.44","","Bereich-2","prd-88","1-43652-3","C-76"
"807","3/18/2027","2027","China","Jinan","5564.10","4451.28","","Bereich-3","prd-73","11-43653-1","C-137"
"808","3/19/2027","2027","Südkorea","Osan","5194.35","4155.48","","Bereich-1","prd-53","6-43674-1","C-85"
"809","3/20/2027","2027","Südkorea","Osan","3340.50","2672.40","","Bereich-4","prd-38","5-43674-2","C-65"
"810","3/21/2027","2027","Mexiko","Guanajuato","5406.00","4324.80","","Bereich-5","prd-10","9-43675-1","C-117"
"811","3/22/2027","2027","Südkorea","Osan","7228.20","5782.56","","Bereich-5","prd-19","2-43648-3","C-107"
"812","3/23/2027","2027","Deutschland","Leipzig","8603.10","6882.48","","Bereich-3","prd-74","3-43676-2","C-65"
"813","3/24/2027","2027","Südkorea","Osan","5479.35","4383.48","","Bereich-4","prd-23","2-43649-3","C-107"
"814","3/25/2027","2027","Südkorea","Osan","6759.45","5407.56","","Bereich-3","prd-70","6-43675-1","C-85"
"815","3/26/2027","2027","USA","Jackson","5331.45","4265.16","","Bereich-1","prd-53","1-43653-3","C-76"
"816","3/27/2027","2027","Südkorea","Osan","7994.10","6395.28","1","Bereich-5","prd-1","5-43675-2","C-65"
"817","3/28/2027","2027","Mexiko","Guanajuato","5043.75","4035.00","","Bereich-5","prd-11","9-43677-1","C-117"
"818","3/29/2027","2027","Südkorea","Osan","4159.80","3327.84","","Bereich-1","prd-55","2-43650-3","C-107"
"819","3/30/2027","2027","China","Jinan","5601.90","4481.52","","Bereich-5","prd-19","4-43657-2","C-124"
"820","3/31/2027","2027","Südkorea","Osan","4240.05","3392.04","","Bereich-2","prd-84","2-43651-3","C-107"
"821","4/1/2027","2027","USA","Jackson","6275.10","5020.08","","Bereich-4","prd-27","1-43654-3","C-76"
"822","4/2/2027","2027","China","Jinan","4495.80","3596.64","","Bereich-3","prd-68","4-43658-2","C-124"
"823","4/3/2027","2027","Südkorea","Osan","5160.45","4128.36","","Bereich-1","prd-47","2-43652-3","C-107"
"824","4/4/2027","2027","USA","Jackson","10069.35","8055.48","","Bereich-3","prd-60","1-43655-3","C-76"
"825","4/5/2027","2027","Südkorea","Osan","7174.65","5739.72","","Bereich-2","prd-95","5-43676-2","C-65"
"826","4/6/2027","2027","Südkorea","Osan","7545.90","6036.72","","Bereich-2","prd-98","5-43677-2","C-65"
"827","4/7/2027","2027","Südkorea","Osan","4528.80","3623.04","","Bereich-5","prd-4","5-43649-2","C-65"
"828","4/8/2027","2027","Deutschland","Leipzig","8830.50","7064.40","","Bereich-5","prd-6","3-43677-2","C-65"
"829","4/9/2027","2027","China","Jinan","3220.95","2576.76","","Bereich-2","prd-85","4-43659-2","C-124"
"830","4/10/2027","2027","Deutschland","Leipzig","8584.35","6867.48","","Bereich-4","prd-36","3-43647-3","C-65"
"831","4/11/2027","2027","USA","Baton Rouge","6961.20","5568.96","1","Bereich-3","prd-69","12-43658-1","C-53"
"832","4/12/2027","2027","USA","Baton Rouge","5266.05","4212.84","","Bereich-4","prd-31","12-43659-1","C-53"
"833","4/13/2027","2027","USA","Baton Rouge","5563.05","4450.44","1","Bereich-1","prd-55","1-43656-3","C-76"
"834","4/14/2027","2027","Deutschland","Leipzig","9711.90","7769.52","","Bereich-2","prd-100","3-43648-3","C-65"
"835","4/15/2027","2027","Vereinigtes Königreich","Leeds","5229.30","4183.44","","Bereich-1","prd-44","7-43658-1","C-141"
"836","4/16/2027","2027","Südkorea","Osan","5339.25","4271.40","","Bereich-2","prd-94","5-43650-2","C-65"
"837","4/17/2027","2027","China","Jinan","6557.55","5246.04","","Bereich-4","prd-23","4-43660-2","C-124"
"838","4/18/2027","2027","USA","Baton Rouge","6107.55","4886.04","","Bereich-5","prd-6","12-43660-1","C-53"
"839","4/19/2027","2027","Südkorea","Osan","8092.95","6474.36","","Bereich-3","prd-79","5-43651-2","C-65"
"840","4/20/2027","2027","Südkorea","Osan","4115.40","3292.32","","Bereich-1","prd-54","6-43676-1","C-85"
"841","4/21/2027","2027","Mexiko","Guanajuato","3951.30","3161.04","","Bereich-3","prd-64","9-43648-1","C-117"
"842","4/22/2027","2027","China","Jinan","5695.95","4556.76","","Bereich-3","prd-72","4-43661-2","C-124"
"843","4/23/2027","2027","Südkorea","Osan","3871.95","3097.56","","Bereich-2","prd-95","2-43653-3","C-107"
"844","4/24/2027","2027","China","Jinan","4524.45","3619.56","","Bereich-3","prd-64","4-43662-2","C-124"
"845","4/25/2027","2027","Vereinigtes Königreich","Leeds","6054.00","4843.20","","Bereich-1","prd-42","7-43660-1","C-141"
"846","4/26/2027","2027","Südkorea","Osan","5769.75","4615.80","","Bereich-5","prd-1","2-43654-3","C-107"
"847","4/27/2027","2027","China","Jinan","5573.55","4458.84","1","Bereich-1","prd-46","4-43663-2","C-124"
"848","4/28/2027","2027","Vereinigtes Königreich","Leeds","5545.95","4436.76","","Bereich-5","prd-12","7-43662-1","C-141"
"849","4/29/2027","2027","China","Jinan","6222.45","4977.96","","Bereich-5","prd-15","11-43655-1","C-137"
"850","4/30/2027","2027","Südkorea","Osan","8522.40","6817.92","","Bereich-5","prd-1","5-43652-2","C-65"
"851","5/1/2027","2027","China","Jinan","5576.40","4461.12","","Bereich-1","prd-54","4-43664-2","C-124"
"852","5/2/2027","2027","Südkorea","Paju","3648.90","2919.12","1","Bereich-5","prd-4","2-43655-3","C-107"
"853","5/3/2027","2027","Deutschland","Leipzig","6241.95","4993.56","","Bereich-5","prd-19","3-43649-3","C-65"
"854","5/4/2027","2027","USA","Baton Rouge","7484.70","5987.76","","Bereich-1","prd-43","1-43657-3","C-76"
"855","5/5/2027","2027","USA","Baton Rouge","6938.40","5550.72","","Bereich-3","prd-79","1-43658-3","C-76"
"856","5/6/2027","2027","Mexiko","Guanajuato","4987.95","3990.36","","Bereich-2","prd-98","8-43657-1","C-109"
"857","5/7/2027","2027","Südkorea","Paju","4729.35","3783.48","","Bereich-3","prd-61","2-43656-3","C-107"
"858","5/8/2027","2027","Deutschland","Leipzig","6562.80","5250.24","","Bereich-1","prd-42","3-43650-3","C-65"
"859","5/9/2027","2027","China","Jinan","4342.95","3474.36","","Bereich-4","prd-38","4-43665-2","C-124"
"860","5/10/2027","2027","USA","Baton Rouge","6602.10","5281.68","1","Bereich-5","prd-12","12-43666-1","C-53"
"861","5/11/2027","2027","China","Jinan","6462.75","5170.20","","Bereich-2","prd-85","11-43657-1","C-137"
"862","5/12/2027","2027","Südkorea","Paju","6960.00","5568.00","","Bereich-4","prd-35","5-43653-2","C-65"
"863","5/13/2027","2027","USA","Baton Rouge","5838.60","4670.88","","Bereich-5","prd-13","12-43667-1","C-53"
"864","5/14/2027","2027","Südkorea","Paju","5628.30","4502.64","","Bereich-3","prd-71","5-43654-2","C-65"
"865","5/15/2027","2027","China","Jinan","6088.35","4870.68","","Bereich-5","prd-18","4-43666-2","C-124"
"866","5/16/2027","2027","Südkorea","Paju","6413.40","5130.72","","Bereich-1","prd-57","6-43677-1","C-85"
"867","5/17/2027","2027","Vereinigtes Königreich","Leeds","7450.95","5960.76","","Bereich-5","prd-11","7-43664-1","C-141"
"868","5/18/2027","2027","Südkorea","Paju","8937.30","7149.84","","Bereich-2","prd-92","5-43655-2","C-65"
"869","5/19/2027","2027","Südkorea","Paju","5283.75","4227.00","","Bereich-1","prd-40","2-43657-3","C-107"
"870","5/20/2027","2027","Südkorea","Paju","6429.90","5143.92","","Bereich-1","prd-44","6-43659-1","C-85"
"871","5/21/2027","2027","Südkorea","Paju","6502.65","5202.12","","Bereich-3","prd-72","5-43656-2","C-65"
"872","5/22/2027","2027","Südkorea","Paju","6807.30","5445.84","1","Bereich-2","prd-81","2-43658-3","C-107"
"873","5/23/2027","2027","Mexiko","Guanajuato","3361.35","2689.08","","Bereich-1","prd-43","9-43650-1","C-117"
"874","5/24/2027","2027","Deutschland","Leipzig","8028.90","6423.12","","Bereich-1","prd-53","3-43651-3","C-65"
"875","5/25/2027","2027","Südkorea","Paju","6347.25","5077.80","","Bereich-1","prd-45","5-43657-2","C-65"
"876","5/26/2027","2027","Mexiko","Guanajuato","10793.10","8634.48","","Bereich-4","prd-24","8-43659-1","C-109"
"877","5/27/2027","2027","Mexiko","San Luis Potosi","5716.20","4572.96","","Bereich-5","prd-8","9-43652-1","C-117"
"878","5/28/2027","2027","China","Jinan","6304.80","5043.84","","Bereich-2","prd-90","11-43659-1","C-137"
"879","5/29/2027","2027","Südkorea","Paju","4867.80","3894.24","","Bereich-2","prd-88","5-43658-2","C-65"
"880","5/30/2027","2027","USA","Baton Rouge","7763.10","6210.48","","Bereich-2","prd-83","1-43659-3","C-76"
"881","5/31/2027","2027","Südkorea","Paju","3265.65","2612.52","","Bereich-5","prd-6","2-43659-3","C-107"
"882","6/1/2027","2027","USA","Baton Rouge","5600.40","4480.32","","Bereich-1","prd-59","12-43668-1","C-53"
"883","6/2/2027","2027","China","Jinan","6646.65","5317.32","","Bereich-1","prd-59","11-43661-1","C-137"
"884","6/3/2027","2027","China","Jinan","3804.45","3043.56","","Bereich-3","prd-60","4-43667-2","C-124"
"885","6/4/2027","2027","China","Jinan","4940.70","3952.56","","Bereich-3","prd-68","4-43668-2","C-124"
"886","6/5/2027","2027","Südkorea","Paju","4885.65","3908.52","","Bereich-2","prd-81","2-43660-3","C-107"
"887","6/6/2027","2027","Südkorea","Paju","5648.85","4519.08","","Bereich-2","prd-84","2-43661-3","C-107"
"888","6/7/2027","2027","Deutschland","Leipzig","7328.55","5862.84","","Bereich-2","prd-99","3-43652-3","C-65"
"889","6/8/2027","2027","Deutschland","Leipzig","8794.50","7035.60","","Bereich-4","prd-36","3-43653-3","C-65"
"890","6/9/2027","2027","USA","Baton Rouge","6364.05","5091.24","","Bereich-4","prd-35","1-43660-3","C-76"
"891","6/10/2027","2027","Südkorea","Paju","8038.50","6430.80","","Bereich-4","prd-28","5-43659-2","C-65"
"892","6/11/2027","2027","Südkorea","Paju","7490.85","5992.68","","Bereich-5","prd-17","5-43660-2","C-65"
"893","6/12/2027","2027","Südkorea","Paju","5058.60","4046.88","1","Bereich-5","prd-8","2-43662-3","C-107"
"894","6/13/2027","2027","USA","Baton Rouge","8998.80","7199.04","","Bereich-4","prd-35","1-43661-3","C-76"
"895","6/14/2027","2027","Deutschland","Leipzig","5111.25","4089.00","1","Bereich-2","prd-84","3-43654-3","C-65"
"896","6/15/2027","2027","Südkorea","Naju","10227.90","8182.32","","Bereich-4","prd-22","5-43661-2","C-65"
"897","6/16/2027","2027","Deutschland","Leipzig","8602.35","6881.88","","Bereich-4","prd-38","3-43655-3","C-65"
"898","6/17/2027","2027","Deutschland","Leipzig","7953.60","6362.88","","Bereich-5","prd-17","3-43656-3","C-65"
"899","6/18/2027","2027","Südkorea","Naju","5526.90","4421.52","","Bereich-4","prd-31","2-43663-3","C-107"
"900","6/19/2027","2027","Mexiko","San Luis Potosi","5908.50","4726.80","","Bereich-4","prd-21","8-43661-1","C-109"
"901","6/20/2027","2027","China","Jinan","4486.50","3589.20","","Bereich-3","prd-72","4-43669-2","C-124"
"902","6/21/2027","2027","Vereinigtes Königreich","Leeds","4017.45","3213.96","1","Bereich-1","prd-41","7-43666-1","C-141"
"903","6/22/2027","2027","Südkorea","Naju","9342.75","7474.20","","Bereich-1","prd-42","5-43662-2","C-65"
"904","6/23/2027","2027","Südkorea","Naju","2610.90","2088.72","","Bereich-1","prd-57","2-43664-3","C-107"
"905","6/24/2027","2027","USA","Baton Rouge","6670.20","5336.16","1","Bereich-3","prd-74","1-43662-3","C-76"
"906","6/25/2027","2027","Südkorea","Naju","6787.20","5429.76","1","Bereich-2","prd-88","2-43665-3","C-107"
"907","6/26/2027","2027","Vereinigtes Königreich","Leeds","8629.95","6903.96","","Bereich-5","prd-9","10-43672-1","C-115"
"908","6/27/2027","2027","China","Jinan","4541.10","3632.88","","Bereich-3","prd-66","11-43663-1","C-137"
"909","6/28/2027","2027","Südkorea","Naju","5818.05","4654.44","","Bereich-5","prd-19","2-43666-3","C-107"
"910","6/29/2027","2027","USA","Baton Rouge","6751.80","5401.44","","Bereich-2","prd-95","12-43669-1","C-53"
"911","6/30/2027","2027","Südkorea","Naju","6641.85","5313.48","","Bereich-3","prd-61","5-43663-2","C-65"
"912","7/1/2027","2027","China","Jinan","4665.90","3732.72","1","Bereich-1","prd-45","4-43670-2","C-124"
"913","7/2/2027","2027","Deutschland","Bremen","7391.25","5913.00","","Bereich-2","prd-98","3-43657-3","C-65"
"914","7/3/2027","2027","USA","Baton Rouge","7192.05","5753.64","","Bereich-1","prd-43","1-43663-3","C-76"
"915","7/4/2027","2027","Vereinigtes Königreich","Birmingham","5110.20","4088.16","1","Bereich-1","prd-40","7-43668-1","C-141"
"916","7/5/2027","2027","Deutschland","Bremen","5536.80","4429.44","","Bereich-5","prd-13","3-43658-3","C-65"
"917","7/6/2027","2027","USA","Fort Worth","10948.95","8759.16","","Bereich-5","prd-1","1-43664-3","C-76"
"918","7/7/2027","2027","Vereinigtes Königreich","Birmingham","8034.15","6427.32","","Bereich-5","prd-14","10-43674-1","C-115"
"919","7/8/2027","2027","Mexiko","San Luis Potosi","7927.65","6342.12","","Bereich-4","prd-27","8-43663-1","C-109"
"920","7/9/2027","2027","Vereinigtes Königreich","Birmingham","7434.00","5947.20","","Bereich-3","prd-79","10-43676-1","C-115"
"921","7/10/2027","2027","USA","Fort Worth","6898.50","5518.80","","Bereich-1","prd-56","12-43670-1","C-53"
"922","7/11/2027","2027","Südkorea","Naju","7241.25","5793.00","","Bereich-1","prd-59","6-43660-1","C-85"
"923","7/12/2027","2027","USA","Fort Worth","8566.65","6853.32","","Bereich-5","prd-18","1-43665-3","C-76"
"924","7/13/2027","2027","Deutschland","Bremen","4235.70","3388.56","","Bereich-5","prd-10","3-43659-3","C-65"
"925","7/14/2027","2027","Südkorea","Naju","5788.65","4630.92","","Bereich-1","prd-57","6-43661-1","C-85"
"926","7/15/2027","2027","China","Jinan","4637.10","3709.68","","Bereich-4","prd-22","4-43671-2","C-124"
"927","7/16/2027","2027","Deutschland","Bremen","7016.25","5613.00","","Bereich-2","prd-93","3-43660-3","C-65"
"928","7/17/2027","2027","Südkorea","Naju","8032.95","6426.36","","Bereich-3","prd-63","5-43664-2","C-65"
"929","7/18/2027","2027","Mexiko","San Luis Potosi","6595.20","5276.16","","Bereich-3","prd-62","8-43665-1","C-109"
"930","7/19/2027","2027","Deutschland","Bremen","10216.65","8173.32","","Bereich-2","prd-89","3-43661-3","C-65"
"931","7/20/2027","2027","China","Jinan","4657.50","3726.00","","Bereich-5","prd-13","4-43672-2","C-124"
"932","7/21/2027","2027","Deutschland","Bremen","8000.40","6400.32","","Bereich-4","prd-26","3-43672-3","C-65"
"933","7/22/2027","2027","USA","Fort Worth","7249.50","5799.60","","Bereich-2","prd-92","1-43666-3","C-76"
"934","7/23/2027","2027","USA","Fort Worth","7987.65","6390.12","1","Bereich-4","prd-37","1-43667-3","C-76"
"935","7/24/2027","2027","USA","Fort Worth","5526.90","4421.52","","Bereich-2","prd-84","12-43671-1","C-53"
"936","7/25/2027","2027","Südkorea","Naju","5608.35","4486.68","","Bereich-4","prd-31","2-43667-3","C-107"
"937","7/26/2027","2027","Südkorea","Naju","6932.70","5546.16","","Bereich-3","prd-63","5-43665-2","C-65"
"938","7/27/2027","2027","Südkorea","Naju","6343.65","5074.92","","Bereich-4","prd-36","5-43666-2","C-65"
"939","7/28/2027","2027","Mexiko","San Luis Potosi","6766.65","5413.32","","Bereich-2","prd-88","9-43654-1","C-117"
"940","7/29/2027","2027","Deutschland","Bremen","7444.65","5955.72","","Bereich-2","prd-92","3-43673-3","C-65"
